vendor,baseline,title_only,doi_only,counterfactual,counterfactual_with_doi
openai,0.9630049819957579,0.8210683844101763,0.6559479054779807,0.9917200854700855,0.9876683273319193
gemini,0.9627894570128204,0.8764283816104173,0.6337200440342112,0.9788513876609981,0.9660048763497039
anthropic,0.9713015956312829,0.7837617299061608,0.626759645464025,0.9623577030103718,0.9452659457073493
